Nr,Tweets,bow
28783,"['yamiche', 'reasonable']","[(975, 1), (2054, 1)]"
28784,"['model', 'stifel']","[(1554, 1), (8658, 1)]"
28786,"['soooooo', 'russian', 'russophobe', 'russiagate', 'russian', 'mccarthyism']","[(300, 2), (9142, 1), (9143, 1), (9144, 1), (9145, 1)]"
28787,['drake'],"[(214, 1)]"
28788,['april'],"[(308, 1)]"
28790,"['hitstoronto', 'savage', 'remix', 'megan', 'stallion', 'feat', 'beyonc']","[(216, 1), (245, 1), (3433, 1), (3434, 1), (4061, 1), (9078, 1), (9146, 1)]"
28791,"['suite', 'president', 'president']","[(547, 2), (548, 1)]"
28796,['nick'],"[(4314, 1)]"
28797,"['savage', 'remix', 'megan', 'stallion', 'feat', 'beyonc']","[(216, 1), (245, 1), (3433, 1), (3434, 1), (4061, 1), (9078, 1)]"
28798,"['radio', 'hosts']","[(733, 1), (1632, 1)]"
28800,"['time', 'jesse', 'jackson', 'obama', 'black', 'voters']","[(39, 1), (76, 1), (429, 1), (685, 1), (4524, 1), (9147, 1)]"
28801,"['sydneylbell', 'pain']","[(61, 1), (762, 1)]"
28802,"['msnbc', 'base']","[(1353, 1), (2639, 1)]"
28803,"['disturbing', 'trend', 'pandemic', 'authoritarianism']","[(67, 1), (68, 1), (69, 1), (70, 1)]"
28804,"['fonzo', 'ball', 'drake', 'doesn', 'song']","[(26, 1), (214, 1), (476, 1), (477, 1), (491, 1)]"
28806,"['texas', 'restaurants', 'retail', 'reopenin']","[(121, 1), (1392, 1), (3043, 1), (9148, 1)]"
28808,['past'],"[(2961, 1)]"
28809,['family'],"[(94, 1)]"
28810,['friday'],"[(258, 1)]"
28811,['jeans'],"[(501, 1)]"
28812,['ready'],"[(1262, 1)]"
28813,"['smithnat', 'trump']","[(4, 1), (9149, 1)]"
28814,"['mika', 'lamenting', 'toxic', 'sexist', 'culture', 'meaningful', 'change']","[(247, 1), (924, 1), (1224, 1), (3452, 1), (3690, 1), (7682, 1), (9093, 1)]"
28815,"['cardinal', 'dinardo', 'brief', 'liturgy', 'english', 'friday']","[(258, 1), (1528, 1), (4674, 1), (9150, 1), (9151, 1), (9152, 1)]"
28816,['time'],"[(76, 1)]"
28817,"['codysbelt', 'time', 'jericho']","[(76, 1), (9046, 1), (9153, 1)]"
28818,"['wild', 'dreams']","[(3365, 1), (6543, 1)]"
28819,['twitter'],"[(27, 1)]"
28822,"['reason', 'donald', 'trump', 'republican']","[(4, 1), (1132, 1), (1445, 1), (1970, 1)]"
28823,"['senator', 'warren', 'senate', 'career', 'nada']","[(3621, 1), (6631, 1), (7452, 1), (7994, 1), (9154, 1)]"
28824,['trickfortazz'],"[(470, 1)]"
28825,['jeans'],"[(501, 1)]"
28826,['twitter'],"[(27, 1)]"
28827,"['shout', 'covid', 'pandemic', 'read']","[(69, 1), (368, 1), (1581, 1), (9155, 1)]"
28828,"['soba', 'texas', 'health', 'drug', 'alcohol', 'addiction']","[(121, 1), (208, 1), (2999, 1), (3000, 1), (3001, 1), (3002, 1)]"
28829,"['players', 'beep', 'boop']","[(1504, 1), (9156, 1), (9157, 1)]"
28832,"['herbmay', 'saddle', 'lonestarshowdown', 'overwatchleague', 'anteup']","[(756, 1), (9158, 1), (9159, 1), (9160, 1), (9161, 1)]"
28833,"['time', 'plus', 'updates']","[(76, 1), (2649, 1), (2650, 1)]"
28835,"['coach', 'rasheed', 'africa', 'europe']","[(1835, 1), (3824, 1), (9162, 1), (9163, 1)]"
28837,"['shane', 'blues', 'thank']","[(9164, 1), (9165, 1), (9166, 1)]"
28839,"['spinel', 'spinel', 'evil']","[(350, 1), (8660, 2)]"
28842,"['black', 'black']","[(39, 2)]"
28844,"['nancy', 'pelosi']","[(117, 1), (118, 1)]"
28845,"['stendo', 'playboi', 'carti']","[(203, 1), (204, 1), (205, 1)]"
28850,"['late', 'night', 'munchies']","[(783, 1), (1501, 1), (9167, 1)]"
28851,['nahhhh'],"[(9168, 1)]"
28852,"['incoming', 'freshman', 'online', 'semester', 'community']","[(8, 1), (9, 1), (10, 1), (11, 1), (12, 1)]"
28853,"['goooooooooooooddddd', 'morning', 'ladies', 'fridayyyyyy', 'tootsie', 'roll']","[(224, 1), (541, 1), (2466, 1), (9169, 1), (9170, 1), (9171, 1)]"
28856,"['salisbury', 'asksean', 'phone', 'lines']","[(1644, 1), (1847, 1), (1848, 1), (1849, 1)]"
28857,['appointment'],"[(6270, 1)]"
28858,"['martin', 'rudd', 'telesoft', 'technologies', 'business', 'tech', 'challenges', 'facing']","[(48, 1), (2564, 1), (3458, 1), (5267, 1), (9172, 1), (9173, 1), (9174, 1), (9175, 1)]"
28859,['nasty'],"[(3950, 1)]"
28860,"['malanad', 'birthday', 'month']","[(44, 1), (128, 1), (9176, 1)]"
28864,"['nancy', 'pelosi']","[(117, 1), (118, 1)]"
28865,['challengemtv'],"[(9177, 1)]"
28866,"['promise', 'funny']","[(436, 1), (1387, 1)]"
28867,"['chile', 'onyx']","[(1558, 1), (6952, 1)]"
28868,"['mika', 'lamenting', 'toxic', 'sexist', 'culture', 'meaningful', 'change']","[(247, 1), (924, 1), (1224, 1), (3452, 1), (3690, 1), (7682, 1), (9093, 1)]"
28869,"['avid', 'book', 'week', 'avid', 'drea']","[(661, 1), (3779, 1), (9178, 2), (9179, 1)]"
28870,"['nickjrishwain', 'average', 'human']","[(89, 1), (3502, 1), (9180, 1)]"
28871,"['fellow', 'babies']","[(166, 1), (3611, 1)]"
28872,"['lockridge', 'youtube']","[(432, 1), (9181, 1)]"
28873,"['superstar', 'food', 'insecurity', 'houston']","[(131, 1), (624, 1), (7029, 1), (9182, 1)]"
28874,"['suite', 'president', 'president']","[(547, 2), (548, 1)]"
28875,['week'],"[(661, 1)]"
28876,"['easy', 'tryi']","[(484, 1), (9183, 1)]"
28878,"['amber', 'alert', 'antonio', 'police', 'aurora', 'lopez']","[(182, 1), (746, 1), (830, 1), (4896, 1), (4897, 1), (4957, 1)]"
28879,"['true', 'statement', 'junior', 'college', 'asst', 'asst']","[(86, 1), (270, 1), (723, 1), (6009, 1), (9184, 2)]"
28880,['time'],"[(76, 1)]"
28881,['nomore'],"[(1941, 1)]"
28883,['karlahouston'],"[(4627, 1)]"
28884,"['madam', 'oxygen', 'flow']","[(1765, 1), (9185, 1), (9186, 1)]"
28886,"['favorite', 'media', 'moment']","[(97, 1), (98, 1), (99, 1)]"
28887,"['deleware', 'records']","[(3620, 1), (9187, 1)]"
28890,"['mika', 'reade', 'allegations', 'true', 'tactics', 'morn']","[(86, 1), (1894, 1), (3452, 1), (7262, 1), (7849, 1), (7877, 1)]"
28893,"['weren', 'dumb']","[(1774, 1), (2204, 1)]"
28894,['mode'],"[(8460, 1)]"
28895,"['supreme', 'court', 'justices']","[(2497, 1), (2502, 1), (2988, 1)]"
28899,['unooo'],"[(9188, 1)]"
28900,"['flash', 'season']","[(1143, 1), (2703, 1)]"
28901,['timeeeee'],"[(9189, 1)]"
28902,"['radio', 'hosts']","[(733, 1), (1632, 1)]"
28903,"['america', 'rino']","[(1184, 1), (9190, 1)]"
28904,"['sunday', 'night', 'monday', 'morning']","[(224, 1), (783, 1), (1357, 1), (2809, 1)]"
28905,"['chief', 'executive', 'legisla']","[(1981, 1), (5610, 1), (9191, 1)]"
28906,"['pete', 'agents', 'draintheswamp']","[(392, 1), (393, 1), (394, 1)]"
28909,"['rihanna', 'smell']","[(3554, 1), (6263, 1)]"
28910,"['month', 'favour']","[(128, 1), (3418, 1)]"
28913,['bandcamp'],"[(1035, 1)]"
28915,"['thomasfinesse', 'persons', 'character']","[(260, 1), (261, 1), (262, 1)]"
28917,"['tashaun', 'gipson', 'chicago', 'bears', 'deal', 'league', 'source']","[(438, 1), (722, 1), (1302, 1), (3530, 1), (3681, 1), (3682, 1), (3684, 1)]"
28918,"['extracurricular', 'blow', 'holy', 'speechless']","[(1610, 1), (2213, 1), (2606, 1), (4447, 1)]"
28919,"['tara', 'reade']","[(1894, 1), (1897, 1)]"
28921,"['nefarious', 'stuff', 'trump', 'flynn', 'presid']","[(0, 1), (1, 1), (2, 1), (3, 1), (4, 1)]"
28924,['determ'],"[(9192, 1)]"
28925,"['world', 'trump']","[(4, 1), (378, 1)]"
28926,"['sleep', 'month']","[(128, 1), (1567, 1)]"
28927,"['texas', 'coronavirus', 'death', 'toll', 'thursday']","[(121, 1), (682, 1), (892, 1), (1689, 1), (1690, 1)]"
28928,"['cruz', 'pushes', 'bill', 'hollywood', 'censoring', 'films', 'chinese', 'communist', 'party']","[(7, 1), (339, 1), (572, 1), (1125, 1), (1248, 1), (2762, 1), (9193, 1), (9194, 1), (9195, 1)]"
28929,"['tara', 'reade', 'assault']","[(1894, 1), (1897, 1), (5377, 1)]"
28930,['drizzy'],"[(4735, 1)]"
28932,['quran'],"[(105, 1)]"
28934,"['hospitality', 'furniture', 'view', 'trending', 'hollywood']","[(7, 1), (1798, 1), (7176, 1), (9196, 1), (9197, 1)]"
28935,"['koch', 'brothers']","[(3780, 1), (9198, 1)]"
28936,"['girls', 'story']","[(28, 1), (29, 1)]"
28937,"['drake', 'time', 'files']","[(76, 1), (214, 1), (4395, 1)]"
28941,"['remote', 'effective']","[(779, 1), (3439, 1)]"
28942,"['simple', 'peasant', 'aprrn', 'valid', 'argu']","[(2010, 1), (3121, 1), (8208, 1), (9102, 1), (9199, 1)]"
28943,"['drake', 'album', 'straight', 'fuckin', 'trash', 'grown']","[(195, 1), (213, 1), (214, 1), (669, 1), (995, 1), (5776, 1)]"
28944,"['billionaires', 'hoard', 'money', 'people', 'lives']","[(630, 1), (1321, 1), (3398, 1), (9200, 1), (9201, 1)]"
28946,"['culturamai', 'cambridge', 'grad', 'school']","[(165, 1), (7383, 1), (9202, 1), (9203, 1)]"
28947,"['time', 'jesse', 'jackson', 'obama', 'black', 'voters']","[(39, 1), (76, 1), (429, 1), (685, 1), (4524, 1), (9147, 1)]"
28950,"['drink', 'coffee']","[(505, 1), (767, 1)]"
28952,"['incoming', 'freshman', 'online', 'semester', 'community']","[(8, 1), (9, 1), (10, 1), (11, 1), (12, 1)]"
28953,"['nowplaying', 'bishop', 'mullings', 'collision', 'cross', 'tune']","[(316, 1), (1494, 1), (5824, 1), (9204, 1), (9205, 1), (9206, 1)]"
28954,"['school', 'final', 'exam', 'jesus', 'girl']","[(161, 1), (162, 1), (163, 1), (164, 1), (165, 1)]"
28955,"['abbott', 'stay', 'home', 'texas']","[(19, 1), (121, 1), (446, 1), (1243, 1)]"
28957,['doesn'],"[(26, 1)]"
28958,"['android', 'special', 'sticker']","[(433, 1), (434, 1), (435, 1)]"
28959,"['incoming', 'freshman', 'online', 'semester', 'community']","[(8, 1), (9, 1), (10, 1), (11, 1), (12, 1)]"
28960,"['obummer', 'gitmo', 'jelly']","[(3149, 1), (9061, 1), (9062, 1)]"
28961,"['sunnyside', 'mobile', 'site', 'visit']","[(1023, 1), (3383, 1), (5221, 1), (5799, 1)]"
28965,"['front', 'desk']","[(1306, 1), (9207, 1)]"
28966,"['radio', 'hosts']","[(733, 1), (1632, 1)]"
28968,"['time', 'jesse', 'jackson', 'obama', 'black', 'voters']","[(39, 1), (76, 1), (429, 1), (685, 1), (4524, 1), (9147, 1)]"
28969,"['sydneylbell', 'pain']","[(61, 1), (762, 1)]"
28970,"['msnbc', 'base']","[(1353, 1), (2639, 1)]"
28971,"['disturbing', 'trend', 'pandemic', 'authoritarianism']","[(67, 1), (68, 1), (69, 1), (70, 1)]"
28972,"['fonzo', 'ball', 'drake', 'doesn', 'song']","[(26, 1), (214, 1), (476, 1), (477, 1), (491, 1)]"
28973,"['jondrytay', 'love', 'line', 'kate']","[(302, 1), (3378, 1), (8809, 1), (9208, 1)]"
28974,"['eyes', 'little', 'jimmy']","[(104, 1), (1217, 1), (7854, 1)]"
28976,"['bossindetention', 'okayyy', 'cash', 'request']","[(397, 1), (3501, 1), (9209, 1), (9210, 1)]"
28979,"['johnpetersonfw', 'bless', 'texas']","[(121, 1), (1305, 1), (9211, 1)]"
28980,['realdonaldtrump'],"[(2206, 1)]"
28982,['velveetaranch'],"[(2123, 1)]"
28983,"['love', 'fight', 'club', 'neutral', 'milk', 'hotel']","[(273, 1), (302, 1), (611, 1), (8329, 1), (8435, 1), (9212, 1)]"
28985,['jeans'],"[(501, 1)]"
28987,"['free', 'harvard', 'courses']","[(343, 1), (7128, 1), (9213, 1)]"
28988,"['astro', 'jessica', 'japan', 'scrumptious', 'cuisine', 'abundant', 'sanctuari']","[(662, 1), (3964, 1), (5042, 1), (5043, 1), (5044, 1), (5045, 1), (5046, 1)]"
28989,"['slide', 'left', 'slide']","[(1603, 2), (1628, 1)]"
28991,"['pearland', 'texas']","[(121, 1), (1201, 1)]"
28992,['wooooowwwwww'],"[(9214, 1)]"
28993,"['carti', 'verse', 'pain']","[(203, 1), (762, 1), (2300, 1)]"
28994,"['wave', 'time']","[(76, 1), (77, 1)]"
28995,"['nefarious', 'stuff', 'trump', 'flynn', 'presid']","[(0, 1), (1, 1), (2, 1), (3, 1), (4, 1)]"
28996,"['annoying', 'habit', 'quarantine', 'spor']","[(1596, 1), (2666, 1), (7032, 1), (7132, 1)]"
28997,['quran'],"[(105, 1)]"
28998,['twitter'],"[(27, 1)]"
28999,"['nonsequiteuse', 'blowtorch']","[(9215, 1), (9216, 1)]"
29001,"['week', 'weeks', 'check']","[(661, 1), (1629, 1), (7023, 1)]"
29003,"['bonum', 'pieces']","[(3396, 1), (9217, 1)]"
29005,"['walkaway', 'maga']","[(92, 1), (93, 1)]"
29006,"['playboi', 'flow']","[(204, 1), (1765, 1)]"
29008,['target'],"[(2171, 1)]"
29009,['actual'],"[(2108, 1)]"
29011,"['drtsquare', 'ahahn']","[(9218, 1), (9219, 1)]"
29013,"['carti', 'baby', 'voice']","[(196, 1), (203, 1), (5028, 1)]"
29016,"['suite', 'president', 'president']","[(547, 2), (548, 1)]"
29017,"['peachyshay', 'genuine', 'question']","[(459, 1), (4246, 1), (9220, 1)]"
29019,"['britjordan', 'marshall', 'maxx']","[(6939, 1), (9070, 1), (9221, 1)]"
29021,"['whoitbe', 'drey', 'football', 'punt']","[(508, 1), (9222, 1), (9223, 1), (9224, 1)]"
29022,"['highness', 'elvis']","[(9225, 1), (9226, 1)]"
29023,"['almightyglosay', 'accountability', 'birth', 'control', 'leads']","[(144, 1), (1893, 1), (5573, 1), (8090, 1), (8376, 1)]"
29026,"['blue', 'wave']","[(77, 1), (279, 1)]"
29027,"['friday', 'houston', 'home', 'gala', 'benefit', 'houston', 'covid']","[(19, 1), (131, 2), (258, 1), (368, 1), (1764, 1), (4363, 1)]"
29028,"['seek', 'professional', 'strength']","[(826, 1), (9227, 1), (9228, 1)]"
29029,"['james', 'avery']","[(199, 1), (3266, 1)]"
29036,"['annoying', 'twitter']","[(27, 1), (1596, 1)]"
29037,"['biden', 'kamala', 'harris']","[(576, 1), (3875, 1), (5925, 1)]"
29038,['morning'],"[(224, 1)]"
29039,"['nasty', 'behavior']","[(581, 1), (3950, 1)]"
29041,"['radio', 'hosts']","[(733, 1), (1632, 1)]"
29045,"['nefarious', 'stuff', 'trump', 'flynn', 'presid']","[(0, 1), (1, 1), (2, 1), (3, 1), (4, 1)]"
29046,"['leslieallen', 'profile']","[(2963, 1), (9229, 1)]"
29047,"['radio', 'hosts']","[(733, 1), (1632, 1)]"
29048,['friday'],"[(258, 1)]"
29051,"['dream', 'pete', 'davidson']","[(394, 1), (603, 1), (5391, 1)]"
29052,"['isell', 'dope', 'girl', 'lazy']","[(163, 1), (994, 1), (5096, 1), (9230, 1)]"
29053,"['favorite', 'media', 'moment']","[(97, 1), (98, 1), (99, 1)]"
29054,"['deleware', 'records']","[(3620, 1), (9187, 1)]"
29056,"['nefarious', 'stuff', 'trump', 'flynn', 'presid']","[(0, 1), (1, 1), (2, 1), (3, 1), (4, 1)]"
29061,"['inner', 'introvert']","[(6467, 1), (9231, 1)]"
29062,"['sneaky', 'social', 'media', 'updates']","[(98, 1), (151, 1), (2650, 1), (9232, 1)]"
29063,"['allah', 'almighty']","[(1602, 1), (3086, 1)]"
29064,"['jorgevapp', 'poor', 'catholic']","[(1367, 1), (1368, 1), (1369, 1)]"
29065,"['jacaranda', 'trump', 'suppo']","[(4, 1), (9133, 1), (9233, 1)]"
29068,"['suite', 'president', 'president']","[(547, 2), (548, 1)]"
29069,"['wireless', 'charger', 'iphone']","[(3877, 1), (7934, 1), (9234, 1)]"
29070,['friday'],"[(258, 1)]"
29073,['sweetheart'],"[(3281, 1)]"
29074,['guilty'],"[(629, 1)]"
29075,['morning'],"[(224, 1)]"
29076,"['daily', 'home', 'moment', 'lustforlight', 'stayathome', 'asiaticdayflower', 'djonesphoto', 'macrophotography']","[(19, 1), (99, 1), (589, 1), (9235, 1), (9236, 1), (9237, 1), (9238, 1), (9239, 1)]"
29077,['beautiful'],"[(2304, 1)]"
29078,['friday'],"[(258, 1)]"
29080,"['spotlight', 'kaila', 'graham', 'kantori']","[(1280, 1), (9240, 1), (9241, 1), (9242, 1)]"
29081,"['family', 'mykatycafe', 'team', 'katyisd', 'community', 'curbs']","[(8, 1), (94, 1), (1090, 1), (9243, 1), (9244, 1), (9245, 1)]"
29083,"['hookups', 'cheap', 'boyfriends', 'girlfriends', 'cohabitation', 'doesn']","[(26, 1), (2590, 1), (7742, 1), (7743, 1), (7744, 1), (7745, 1)]"
29084,"['incoming', 'freshman', 'online', 'semester', 'community']","[(8, 1), (9, 1), (10, 1), (11, 1), (12, 1)]"
29085,"['nancy', 'pelosi']","[(117, 1), (118, 1)]"
29087,"['hope', 'brought']","[(223, 1), (9246, 1)]"
29089,['tetee'],"[(3243, 1)]"
29090,"['severe', 'people']","[(630, 1), (6578, 1)]"
29092,"['suite', 'president', 'president']","[(547, 2), (548, 1)]"
29093,['list'],"[(2538, 1)]"
29094,"['catturd', 'delaware']","[(3618, 1), (9247, 1)]"
29095,"['amber', 'alert', 'antonio', 'police', 'aurora', 'lopez']","[(182, 1), (746, 1), (830, 1), (4896, 1), (4897, 1), (4957, 1)]"
29097,['houston'],"[(131, 1)]"
29099,"['incoming', 'freshman', 'online', 'semester', 'community']","[(8, 1), (9, 1), (10, 1), (11, 1), (12, 1)]"
29102,"['thomasfinesse', 'persons', 'character']","[(260, 1), (261, 1), (262, 1)]"
29103,['legenduniverse'],"[(2640, 1)]"
29105,"['girls', 'story']","[(28, 1), (29, 1)]"
29106,"['week', 'short', 'video', 'ques']","[(661, 1), (1291, 1), (4360, 1), (9248, 1)]"
29107,"['friend', 'abby']","[(1521, 1), (9249, 1)]"
29108,['looooooong'],"[(1999, 1)]"
29109,"['round', 'books', 'link']","[(387, 1), (1113, 1), (9250, 1)]"
29111,['friday'],"[(258, 1)]"
29112,"['nefarious', 'stuff', 'trump', 'flynn', 'presid']","[(0, 1), (1, 1), (2, 1), (3, 1), (4, 1)]"
29113,['marriage'],"[(4508, 1)]"
29114,['yessir'],"[(8740, 1)]"
29115,"['gorgeous', 'shot', 'fabulous', 'food']","[(624, 1), (3631, 1), (4033, 1), (4852, 1)]"
29117,"['fitkingfitness', 'netflix']","[(884, 1), (9251, 1)]"
29118,"['times', 'people']","[(244, 1), (630, 1)]"
29119,"['congress', 'washington', 'debating']","[(49, 1), (50, 1), (51, 1)]"
29120,"['chem', 'exam']","[(161, 1), (9252, 1)]"
29121,"['food', 'ubereats', 'delivery', 'total']","[(624, 1), (1156, 1), (1157, 1), (1158, 1)]"
29125,"['sira', 'yung', 'imessage']","[(7171, 1), (9253, 1), (9254, 1)]"
29126,['twitter'],"[(27, 1)]"
29127,['watchin'],"[(9255, 1)]"
29128,['coffee'],"[(505, 1)]"
29129,['houston'],"[(131, 1)]"
29130,"['month', 'favour']","[(128, 1), (3418, 1)]"
29131,"['disturbing', 'trend', 'pandemic', 'authoritarianism']","[(67, 1), (68, 1), (69, 1), (70, 1)]"
29132,['fight'],"[(273, 1)]"
29133,"['happy', 'birthday', 'brother', 'djoldskoo']","[(44, 1), (45, 1), (1877, 1), (9256, 1)]"
29134,"['white', 'supremacist', 'christopher', 'cantwell', 'surrenders']","[(254, 1), (384, 1), (2700, 1), (9257, 1), (9258, 1)]"
29135,"['chris', 'brown']","[(471, 1), (472, 1)]"
29136,"['celia', 'katy', 'cypress', 'houston', 'maidservice']","[(131, 1), (1198, 1), (1200, 1), (9259, 1), (9260, 1)]"
29137,"['jondrytay', 'love', 'line', 'kate']","[(302, 1), (3378, 1), (8809, 1), (9208, 1)]"
29138,"['eyes', 'little', 'jimmy']","[(104, 1), (1217, 1), (7854, 1)]"
29140,['morning'],"[(224, 1)]"
29142,"['current', 'situation', 'hotel', 'industry', 'operati']","[(1477, 1), (1961, 1), (9212, 1), (9261, 1), (9262, 1)]"
29144,['ohhhh'],"[(9263, 1)]"
29145,"['america', 'agre']","[(1184, 1), (9264, 1)]"
29146,"['radio', 'hosts']","[(733, 1), (1632, 1)]"
29147,"['cvrllyq', 'happy', 'birthday']","[(44, 1), (45, 1), (9265, 1)]"
29150,"['holy', 'spirit']","[(2213, 1), (3763, 1)]"
29151,['jose'],"[(6389, 1)]"
29152,['world'],"[(378, 1)]"
29153,"['incoming', 'freshman', 'online', 'semester', 'community']","[(8, 1), (9, 1), (10, 1), (11, 1), (12, 1)]"
29155,"['everglow', 'girl', 'views']","[(163, 1), (1059, 1), (9266, 1)]"
29156,['time'],"[(76, 1)]"
29158,"['milk', 'delicious']","[(2793, 1), (8435, 1)]"
29159,"['mika', 'reade', 'allegations', 'true', 'tactics', 'morn']","[(86, 1), (1894, 1), (3452, 1), (7262, 1), (7849, 1), (7877, 1)]"
29160,"['steveconard', 'guess', 'disney', 'animation']","[(66, 1), (3113, 1), (6424, 1), (9267, 1)]"
29161,['bound'],"[(9268, 1)]"
29162,"['biden', 'trump']","[(4, 1), (576, 1)]"
29163,"['abuse', 'players']","[(1504, 1), (2493, 1)]"
29164,['fursuitfriday'],"[(9269, 1)]"
29165,"['russia', 'hysterical', 'voice', 'mirror']","[(546, 1), (5028, 1), (9270, 1), (9271, 1)]"
29166,"['morning', 'happy', 'friday']","[(45, 1), (224, 1), (258, 1)]"
29167,"['centralbbq', 'miss']","[(1234, 1), (9272, 1)]"
29168,['fursuitfriday'],"[(9269, 1)]"
29172,"['congress', 'washington', 'debating']","[(49, 1), (50, 1), (51, 1)]"
29173,"['surae', 'poole']","[(9273, 1), (9274, 1)]"
29174,"['model', 'stifel']","[(1554, 1), (8658, 1)]"
29175,"['longhorn', 'morty']","[(342, 1), (7615, 1)]"
29176,"['foxnews', 'alert', 'biden', 'assault', 'allegation']","[(576, 1), (4896, 1), (5376, 1), (5377, 1), (8399, 1)]"
29177,"['abbott', 'stay', 'home', 'texas']","[(19, 1), (121, 1), (446, 1), (1243, 1)]"
29178,"['school', 'final', 'exam', 'jesus', 'girl']","[(161, 1), (162, 1), (163, 1), (164, 1), (165, 1)]"
29181,['houston'],"[(131, 1)]"
29182,['imbay'],"[(1757, 1)]"
29183,"['micheal', 'ealy', 'movie']","[(648, 1), (4467, 1), (8488, 1)]"
29185,"['incoming', 'freshman', 'online', 'semester', 'community']","[(8, 1), (9, 1), (10, 1), (11, 1), (12, 1)]"
29186,['happy'],"[(45, 1)]"
29187,"['mika', 'lamenting', 'toxic', 'sexist', 'culture', 'meaningful', 'change']","[(247, 1), (924, 1), (1224, 1), (3452, 1), (3690, 1), (7682, 1), (9093, 1)]"
29188,"['soghomon', 'tehlirian', 'assassinated', 'talat', 'pasha', 'armenian', 'genocide']","[(263, 1), (264, 1), (265, 1), (266, 1), (267, 1), (268, 1), (269, 1)]"
29189,"['chyna', 'bandzz']","[(1761, 1), (1762, 1)]"
29190,"['nancy', 'pelosi']","[(117, 1), (118, 1)]"
29191,"['incoming', 'freshman', 'online', 'semester', 'community']","[(8, 1), (9, 1), (10, 1), (11, 1), (12, 1)]"
29193,"['wehmeyer', 'game', 'changer']","[(293, 1), (7403, 1), (9275, 1)]"
29194,"['radio', 'hosts']","[(733, 1), (1632, 1)]"
29195,"['happy', 'friday', 'tmhsmystics', 'fbisdfinearts', 'buffpride']","[(45, 1), (258, 1), (9276, 1), (9277, 1), (9278, 1)]"
29197,"['nancy', 'pelosi']","[(117, 1), (118, 1)]"
29199,"['news', 'media']","[(98, 1), (402, 1)]"
29202,['friday'],"[(258, 1)]"
29203,"['band', 'track', 'redrum', 'available', 'platforms']","[(899, 1), (1257, 1), (2641, 1), (5688, 1), (9279, 1)]"
29205,"['follower', 'count']","[(833, 1), (2112, 1)]"
29206,"['nicki', 'minaj']","[(229, 1), (1508, 1)]"
29207,['leftists'],"[(9280, 1)]"
29209,"['model', 'stifel']","[(1554, 1), (8658, 1)]"
29211,"['metoo', 'movement']","[(4156, 1), (4357, 1)]"
29213,"['kevin', 'shipp']","[(234, 1), (522, 1)]"
29214,"['texas', 'single']","[(120, 1), (121, 1)]"
29215,"['allah', 'almighty']","[(1602, 1), (3086, 1)]"
29217,"['burger', 'slow', 'morning']","[(224, 1), (250, 1), (3385, 1)]"
29219,"['nefarious', 'stuff', 'trump', 'flynn', 'presid']","[(0, 1), (1, 1), (2, 1), (3, 1), (4, 1)]"
29224,"['inner', 'introvert']","[(6467, 1), (9231, 1)]"
29225,"['sneaky', 'social', 'media', 'updates']","[(98, 1), (151, 1), (2650, 1), (9232, 1)]"
29226,['person'],"[(495, 1)]"
29229,"['birthday', 'month']","[(44, 1), (128, 1)]"
29231,"['pete', 'agents', 'draintheswamp']","[(392, 1), (393, 1), (394, 1)]"
29232,"['peter', 'strzok', 'eminem', 'lose', 'yourself']","[(614, 1), (615, 1), (616, 1), (617, 1), (618, 1)]"
29235,['friday'],"[(258, 1)]"
29236,['pocket'],"[(2923, 1)]"
29237,['touch'],"[(1032, 1)]"
29239,['friday'],"[(258, 1)]"
29241,"['trump', 'five', 'minute', 'grilling']","[(4, 1), (2135, 1), (8198, 1), (9281, 1)]"
29243,['zidane'],"[(9282, 1)]"
29245,"['miirrum', 'name', 'positive']","[(906, 1), (1245, 1), (8940, 1)]"
29246,['gregonimo'],"[(9283, 1)]"
29247,['haircut'],"[(4075, 1)]"
29253,"['longhorn', 'morty']","[(342, 1), (7615, 1)]"
29254,"['track', 'hoodie', 'string']","[(650, 1), (899, 1), (9284, 1)]"
29255,['telemedicine'],"[(9285, 1)]"
29257,"['radio', 'hosts']","[(733, 1), (1632, 1)]"
29259,['april'],"[(308, 1)]"
29261,"['incoming', 'freshman', 'online', 'semester', 'community']","[(8, 1), (9, 1), (10, 1), (11, 1), (12, 1)]"
29262,['bulk'],"[(7141, 1)]"
29264,"['ksays', 'phatill', 'beeorlicious', 'pack']","[(4752, 1), (9286, 1), (9287, 1), (9288, 1)]"
29265,['goodnight'],"[(498, 1)]"
29266,['uncle'],"[(5022, 1)]"
29267,"['biden', 'assault', 'allegation']","[(576, 1), (5376, 1), (5377, 1)]"
29270,['heating'],"[(7564, 1)]"
29271,"['colleagues', 'soun']","[(2604, 1), (3656, 1)]"
29272,"['time', 'democratic', 'presidential', 'candidate', 'biden']","[(76, 1), (576, 1), (1244, 1), (3725, 1), (8079, 1)]"
29273,['embolden'],"[(9289, 1)]"
29274,['samtheman'],"[(9290, 1)]"
29275,"['kevin', 'shipp', 'power']","[(234, 1), (522, 1), (542, 1)]"
29276,"['amber', 'alert', 'antonio', 'police', 'aurora', 'lopez']","[(182, 1), (746, 1), (830, 1), (4896, 1), (4897, 1), (4957, 1)]"
29278,['morning'],"[(224, 1)]"
29280,"['texas', 'single']","[(120, 1), (121, 1)]"
29281,"['michael', 'jordan', 'lebron', 'space']","[(200, 1), (355, 1), (356, 1), (357, 1)]"
29282,['living'],"[(4515, 1)]"
